Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason
9685-WKZGT,Male,67,No,Yes,No,No,0,United States,California,Carmichael,95608,38.626128,-121.328011,58830,Q3,No,0,14,Offer D,Yes,16.32,Yes,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,1036.75,39.29,0,228.48,1225.94,3,Churned,Yes,70,2075,Price,Extra data charges
6022-UGGSO,Female,70,No,Yes,No,No,0,United States,California,Citrus Heights,95610,38.69508,-121.271616,43718,Q3,No,0,32,Offer C,Yes,33.22,No,Yes,Fiber Optic,9,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,2276.95,44.31,0,1063.04,3295.68,1,Churned,Yes,90,2091,Competitor,Competitor had better devices
5277-ZLOOR,Female,78,No,Yes,No,No,0,United States,California,Applegate,95703,38.983388,-120.988814,1526,Q3,No,0,2,Offer E,Yes,5.49,Yes,Yes,Fiber Optic,25,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.55,187.45,0.0,0,10.98,198.43,3,Churned,Yes,86,5512,Dissatisfaction,Network reliability
4248-HCETZ,Male,77,No,Yes,Yes,No,0,United States,California,Sacramento,95814,38.584505,-121.491956,16599,Q3,Yes,1,30,Offer C,Yes,6.23,No,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.65,2365.15,0.0,0,186.9,2552.05,3,Churned,Yes,73,2174,Attitude,Attitude of support person
5307-DZCVC,Female,78,No,Yes,Yes,No,0,United States,California,Sacramento,95835,38.685069,-121.543709,854,Q3,No,0,32,Offer C,Yes,48.95,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.95,2628.6,0.0,0,1566.4,4195.0,3,Churned,Yes,74,2431,Price,Extra data charges
4803-AXVYP,Female,75,No,Yes,No,No,0,United States,California,Butte City,95920,39.449794,-121.936372,303,Q3,No,0,38,Offer C,Yes,47.39,Yes,Yes,Fiber Optic,2,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,3734.25,0.0,0,1800.82,5535.07,1,Churned,Yes,91,3474,Dissatisfaction,Service dissatisfaction
5649-ANRML,Male,76,No,Yes,No,No,0,United States,California,Clipper Mills,95930,39.562239,-121.14836,282,Q3,No,0,2,Offer E,Yes,12.96,No,Yes,Fiber Optic,20,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,95.1,180.25,0.0,0,25.92,206.17,3,Churned,Yes,90,4486,Other,Poor expertise of online support
7890-VYYWG,Male,67,No,Yes,Yes,No,0,United States,California,Sutter,95982,39.172777,-121.805845,3193,Q3,Yes,1,3,Offer E,No,0.0,No,Yes,DSL,20,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,36.45,93.7,0.0,0,0.0,93.7,1,Churned,Yes,89,3766,Competitor,Competitor had better devices
9907-SWKKF,Female,69,No,Yes,No,No,0,United States,California,Twain,95984,40.022184,-121.062384,73,Q3,No,0,1,Offer E,No,0.0,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.05,25.05,0.0,0,0.0,25.05,1,Churned,Yes,65,4842,Competitor,Competitor had better devices
6397-JNZZG,Female,70,No,Yes,Yes,No,0,United States,California,Adin,96006,41.171578,-120.913161,615,Q3,Yes,1,43,Offer B,No,0.0,No,Yes,DSL,21,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,55.55,2342.2,0.0,0,0.0,2342.2,1,Churned,Yes,85,2573,Competitor,Competitor had better devices
9710-ZUSHQ,Female,77,No,Yes,No,No,0,United States,California,Red Bluff,96080,40.186772,-122.388361,26438,Q3,No,0,37,Offer C,Yes,41.85,Yes,Yes,Fiber Optic,2,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.75,4056.75,0.0,0,1548.45,5605.2,1,Churned,Yes,92,5849,Price,Lack of affordable download/upload speed
3318-OSATS,Male,70,No,Yes,No,No,0,United States,California,Sierra City,96125,39.600599,-120.636358,348,Q3,No,0,35,Offer C,Yes,35.1,Yes,Yes,Fiber Optic,29,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.45,3474.05,0.0,80,1228.5,4782.55,2,Churned,Yes,91,2080,Other,Don't know
2636-ALXXZ,Female,68,No,Yes,No,No,0,United States,California,Tahoe Vista,96148,39.24124,-120.054765,678,Q3,No,0,1,Offer E,Yes,45.8,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0.0,0,45.8,115.4,2,Churned,Yes,74,2151,Dissatisfaction,Poor expertise of online support
9885-CSMWE,Female,65,No,Yes,No,No,0,United States,California,Los Angeles,90007,34.027337,-118.28515,45025,Q3,No,0,1,Offer E,Yes,18.37,No,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.45,78.45,0.0,0,18.37,96.82,1,Churned,Yes,67,2139,Dissatisfaction,Product dissatisfaction
8058-JMEQO,Female,76,No,Yes,No,No,0,United States,California,San Diego,92121,32.898613,-117.202937,4258,Q3,No,0,9,Offer E,Yes,12.91,Yes,Yes,Fiber Optic,21,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,762.5,0.0,0,116.19,878.69,3,Churned,Yes,95,3543,Competitor,Competitor made better offer
7657-DYEPJ,Male,73,No,Yes,No,No,0,United States,California,Los Angeles,90024,34.066303,-118.435479,44150,Q3,No,0,38,Offer C,Yes,5.75,No,Yes,Cable,30,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,70.15,2497.35,0.0,0,218.5,2715.85,3,Churned,Yes,82,2645,Price,Lack of affordable download/upload speed
8276-MQBYC,Male,70,No,Yes,No,No,0,United States,California,Los Angeles,90028,34.099869,-118.326843,30568,Q3,No,0,51,Offer B,Yes,19.49,Yes,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,97.8,4913.3,0.0,0,993.99,5907.29,2,Churned,Yes,81,6204,Price,Long distance charges
7056-IMHCC,Male,69,No,Yes,Yes,No,0,United States,California,Torrance,90501,33.833699,-118.314387,40705,Q3,Yes,1,53,Offer B,Yes,7.94,Yes,Yes,Fiber Optic,6,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.9,5549.4,0.0,0,420.82,5970.219999999999,1,Churned,Yes,94,5884,Price,Price too high
8749-JMNKX,Male,80,No,Yes,Yes,No,0,United States,California,Montebello,90640,34.015217,-118.109962,62425,Q3,Yes,1,51,Offer B,Yes,22.14,Yes,Yes,Fiber Optic,30,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,4750.95,0.0,0,1129.14,5880.09,1,Churned,Yes,83,4788,Dissatisfaction,Limited range of services
5889-JTMUL,Female,67,No,Yes,Yes,No,0,United States,California,Castaic,91384,34.506627,-118.699048,22177,Q3,Yes,1,50,Offer B,Yes,31.56,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,95.05,4888.7,0.0,50,1578.0,6516.7,3,Churned,Yes,92,5863,Price,Price too high
8623-TMRBY,Male,80,No,Yes,Yes,No,0,United States,California,Chula Vista,91915,32.605012,-116.97595,9278,Q3,Yes,2,51,Offer B,Yes,43.58,Yes,Yes,Cable,22,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,4146.05,0.0,0,2222.58,6368.63,2,Churned,Yes,74,6245,Competitor,Competitor offered more data
6900-PXRMS,Male,72,No,Yes,Yes,No,0,United States,California,Spring Valley,91978,32.730264,-116.950963,7863,Q3,No,0,26,Offer C,Yes,1.26,Yes,Yes,Fiber Optic,18,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,105.75,2710.25,0.0,90,32.76,2833.01,1,Churned,Yes,91,3157,Dissatisfaction,Product dissatisfaction
2722-JMONI,Female,73,No,Yes,Yes,No,0,United States,California,Escondido,92029,33.079834,-117.134275,17944,Q3,Yes,1,1,Offer E,Yes,24.24,No,Yes,Cable,9,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,49.55,0.0,0,24.24,73.78999999999999,1,Churned,Yes,76,4989,Dissatisfaction,Limited range of services
7579-OOPEC,Female,75,No,Yes,Yes,No,0,United States,California,Pala,92059,33.384345,-117.072619,1831,Q3,Yes,1,2,Offer E,Yes,6.86,No,Yes,DSL,20,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.15,115.1,0.0,0,13.72,128.82,1,Churned,Yes,78,5461,Competitor,Competitor had better devices
1771-OADNZ,Male,70,No,Yes,Yes,No,0,United States,California,Pauma Valley,92061,33.313828,-116.940501,2615,Q3,Yes,1,29,Offer C,Yes,35.38,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.9,2745.2,0.0,50,1026.02,3821.22,3,Churned,Yes,95,2151,Price,Extra data charges
0612-RTZZA,Female,77,No,Yes,No,No,0,United States,California,Vista,92084,33.22784,-117.200024,44692,Q3,No,0,1,Offer E,No,0.0,No,Yes,DSL,15,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,25.25,0.0,0,0.0,25.25,2,Churned,Yes,87,4628,Price,Price too high
4433-JCGCG,Male,80,No,Yes,Yes,No,0,United States,California,San Diego,92129,32.961064,-117.134917,47224,Q3,Yes,1,46,Offer B,Yes,5.36,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.0,4680.05,0.0,0,246.56,4926.610000000001,1,Churned,Yes,88,2436,Competitor,Competitor made better offer
9488-HGMJH,Female,78,No,Yes,No,No,0,United States,California,Indian Wells,92210,33.537646,-116.291089,3873,Q3,No,0,1,Offer E,Yes,24.75,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.15,71.15,0.0,20,24.75,115.9,3,Churned,Yes,85,5287,Competitor,Competitor made better offer
6961-VCPMC,Male,71,No,Yes,Yes,No,0,United States,California,North Palm Springs,92258,33.906496,-116.569499,732,Q3,Yes,1,46,Offer B,Yes,48.62,No,Yes,Fiber Optic,3,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,80.4,3605.2,0.0,20,2236.52,5861.719999999999,3,Churned,Yes,75,4876,Competitor,Competitor offered more data
4201-JMNGR,Female,66,No,Yes,No,No,0,United States,California,Lucerne Valley,92356,34.508417,-116.856103,5256,Q3,No,0,1,Offer E,Yes,26.22,No,Yes,Cable,22,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.8,55.8,0.0,0,26.22,82.02,1,Churned,Yes,87,5527,Dissatisfaction,Service dissatisfaction
1866-RZZQS,Male,77,No,Yes,No,No,0,United States,California,Redlands,92373,34.003243,-117.138286,31230,Q3,No,0,41,Offer B,Yes,42.06,Yes,Yes,Fiber Optic,21,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.4,4187.75,0.0,0,1724.46,5912.21,1,Churned,Yes,91,2169,Competitor,Competitor had better devices
4958-XCBDQ,Male,68,No,Yes,No,No,0,United States,California,Victorville,92394,34.567058,-117.362329,12083,Q3,No,0,35,Offer C,Yes,39.69,Yes,Yes,Fiber Optic,25,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.4,3496.3,0.0,0,1389.15,4885.45,3,Churned,Yes,92,3689,Competitor,Competitor offered more data
6712-OAWRH,Female,79,No,Yes,No,No,0,United States,California,San Bernardino,92408,34.084909,-117.258107,12149,Q3,No,0,26,Offer C,Yes,34.69,No,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.25,2351.8,0.0,0,901.94,3253.74,3,Churned,Yes,76,5154,Attitude,Attitude of support person
8644-XLFBW,Male,65,No,Yes,No,No,0,United States,California,Lake Elsinore,92532,33.705836,-117.318204,4546,Q3,No,0,1,Offer E,Yes,28.46,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,71.65,0.0,0,28.46,100.11,2,Churned,Yes,84,5674,Competitor,Competitor offered more data
1833-VGRUM,Female,70,No,Yes,No,No,0,United States,California,Perris,92570,33.787298,-117.320676,36817,Q3,No,0,1,Offer E,Yes,48.95,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.2,74.2,0.0,0,48.95,123.15,2,Churned,Yes,71,4684,Price,Price too high
8374-XGEJJ,Male,68,No,Yes,Yes,No,0,United States,California,Temecula,92590,33.475493,-117.219551,3070,Q3,Yes,8,43,Offer B,Yes,31.25,Yes,Yes,Fiber Optic,20,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,101.0,4388.4,0.0,150,1343.75,5882.15,1,Churned,Yes,87,3123,Dissatisfaction,Product dissatisfaction
6946-LMSQS,Male,80,No,Yes,Yes,No,0,United States,California,Temecula,92592,33.507255,-117.029473,46171,Q3,Yes,3,25,Offer C,Yes,33.63,Yes,Yes,Fiber Optic,25,Yes,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.05,2177.45,0.0,0,840.7500000000001,3018.2,1,Churned,Yes,90,2673,Competitor,Competitor made better offer
0812-WUPTB,Male,65,No,Yes,Yes,No,0,United States,California,Corona Del Mar,92625,33.600987,-117.862734,13422,Q3,Yes,1,1,Offer E,Yes,49.6,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.85,70.85,0.0,0,49.6,120.45,2,Churned,Yes,69,3022,Price,Long distance charges
2403-BCASL,Male,66,No,Yes,Yes,No,0,United States,California,Santa Ana,92705,33.766004,-117.786763,44117,Q3,Yes,1,41,Offer B,Yes,45.04,Yes,Yes,Cable,29,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,111.95,4534.9,0.0,0,1846.64,6381.539999999999,2,Churned,Yes,93,3711,Other,Don't know
1304-NECVQ,Female,69,No,Yes,No,No,0,United States,California,Somis,93066,34.297628,-119.014627,2966,Q3,No,0,2,Offer E,Yes,43.96,Yes,Yes,Fiber Optic,14,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.55,149.55,0.0,0,87.92,237.47000000000003,2,Churned,Yes,92,5203,Competitor,Competitor made better offer
5655-JSMZM,Male,66,No,Yes,No,No,0,United States,California,Coalinga,93210,36.186867,-120.387793,18036,Q3,No,0,49,Offer B,Yes,32.36,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,4718.25,0.0,0,1585.64,6303.889999999999,2,Churned,Yes,74,5904,Attitude,Attitude of support person
4505-EXZHB,Female,75,No,Yes,No,No,0,United States,California,Ducor,93218,35.846067,-119.004073,823,Q3,No,0,6,Offer E,Yes,8.91,No,Yes,Fiber Optic,27,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,74.4,434.1,0.0,20,53.46,507.56,1,Churned,Yes,91,3964,Competitor,Competitor offered more data
8972-HJWNV,Female,75,No,Yes,Yes,No,0,United States,California,Huron,93234,36.217864,-120.080117,6918,Q3,Yes,1,7,Offer E,Yes,21.43,Yes,Yes,Fiber Optic,12,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.55,646.85,0.0,0,150.01,796.86,1,Churned,Yes,80,5245,Competitor,Competitor made better offer
2860-RANUS,Female,67,No,Yes,No,No,0,United States,California,Mc Kittrick,93251,35.38381,-119.730885,302,Q3,No,0,20,Offer D,Yes,29.29,Yes,Yes,Fiber Optic,15,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.8,1727.5,0.0,0,585.8,2313.3,1,Churned,Yes,75,3336,Price,Price too high
0406-BPDVR,Female,75,No,Yes,Yes,No,0,United States,California,Visalia,93277,36.303793,-119.375646,44741,Q3,No,0,54,Offer B,Yes,33.49,Yes,Yes,Fiber Optic,8,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101.5,5373.1,0.0,0,1808.46,7181.56,2,Churned,Yes,68,6405,Price,Lack of affordable download/upload speed
5276-KQWHG,Female,74,No,Yes,No,No,0,United States,California,Woody,93287,35.710244,-118.881679,88,Q3,No,0,2,Offer E,Yes,15.32,No,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,131.65,0.0,0,30.64,162.29000000000002,3,Churned,Yes,74,4596,Price,Extra data charges
0946-CLJTI,Male,67,No,Yes,Yes,No,0,United States,California,Palmdale,93551,34.613476,-118.256358,34045,Q3,Yes,1,58,Offer B,Yes,3.18,Yes,Yes,Fiber Optic,5,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,5812.6,0.0,0,184.44,5997.04,1,Churned,Yes,91,4662,Competitor,Competitor had better devices
9360-AHGNL,Female,74,No,Yes,Yes,No,0,United States,California,Concord,94519,37.990118,-122.012188,18650,Q3,Yes,7,43,Offer B,Yes,8.75,Yes,Yes,Fiber Optic,13,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,109.55,4830.25,0.0,0,376.25,5206.5,2,Churned,Yes,69,5863,Dissatisfaction,Limited range of services
7481-ATQQS,Female,76,No,Yes,No,No,0,United States,California,Boulder Creek,95006,37.171727,-122.142961,10520,Q3,No,0,49,Offer B,Yes,44.88,Yes,Yes,Fiber Optic,15,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,90.85,4515.85,0.0,0,2199.1200000000003,6714.970000000001,2,Churned,Yes,70,5651,Attitude,Attitude of support person
1792-UXAFY,Female,80,No,Yes,No,No,0,United States,California,San Jose,95110,37.34667,-121.910019,18197,Q3,No,0,17,Offer D,Yes,30.37,No,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,1496.9,0.0,0,516.29,2013.19,1,Churned,Yes,89,5082,Dissatisfaction,Service dissatisfaction
2479-BRAMR,Male,74,No,Yes,Yes,No,0,United States,California,Murphys,95247,38.147852,-120.440124,4353,Q3,Yes,1,41,Offer B,Yes,45.84,Yes,Yes,Fiber Optic,18,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,3273.55,0.0,0,1879.44,5152.99,1,Churned,Yes,71,4995,Competitor,Competitor offered more data
3714-JTVOV,Female,76,No,Yes,Yes,No,0,United States,California,Crows Landing,95313,37.435664,-121.049056,1508,Q3,Yes,1,42,Offer B,Yes,2.9,No,Yes,Fiber Optic,21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.15,3229.4,0.0,0,121.8,3351.2000000000003,1,Churned,Yes,94,2322,Attitude,Attitude of support person
2012-NWRPA,Female,78,No,Yes,Yes,No,0,United States,California,Modesto,95355,37.672906,-120.946594,47613,Q3,Yes,1,11,Offer D,Yes,1.28,Yes,Yes,Fiber Optic,14,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,1131.2,0.0,0,14.08,1145.28,3,Churned,Yes,71,3172,Competitor,Competitor made better offer
1112-CUNAO,Female,67,No,Yes,No,No,0,United States,California,Grimes,95950,39.033058,-121.895718,531,Q3,No,0,15,Offer D,Yes,4.28,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,89.85,1424.95,0.0,0,64.2,1489.15,2,Churned,Yes,91,2668,Dissatisfaction,Service dissatisfaction
5707-ORNDZ,Male,79,No,Yes,No,No,0,United States,California,Yuba City,95993,39.075694,-121.70606,27786,Q3,No,0,9,Offer E,Yes,2.45,Yes,Yes,DSL,7,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.55,494.05,0.0,0,22.05,516.1,1,Churned,Yes,79,4656,Dissatisfaction,Network reliability
8696-JKZNU,Female,78,No,Yes,No,No,0,United States,California,Anderson,96007,40.448632,-122.306657,21418,Q3,No,0,37,Offer C,Yes,26.95,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.25,2841.55,0.0,0,997.15,3838.7,3,Churned,Yes,91,5859,Other,Don't know
2055-PDADH,Female,71,No,Yes,No,No,0,United States,California,Big Bend,96011,41.096569,-121.879082,265,Q3,No,0,3,Offer E,Yes,2.26,No,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.4,204.7,0.0,0,6.779999999999999,211.48,3,Churned,Yes,67,2491,Other,Don't know
5233-GEEAX,Male,65,No,Yes,No,No,0,United States,California,Lewiston,96052,40.704293,-122.803899,1845,Q3,No,0,8,Offer E,No,0.0,No,Yes,DSL,4,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.4,221.9,0.0,0,0.0,221.9,1,Churned,Yes,85,5971,Competitor,Competitor had better devices
7137-RYLPP,Male,75,No,Yes,Yes,No,0,United States,California,Paskenta,96074,39.884395,-122.587513,263,Q3,Yes,1,37,Offer C,Yes,46.61,Yes,Yes,Fiber Optic,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.7,3171.15,0.0,0,1724.57,4895.72,2,Churned,Yes,86,4712,Competitor,Competitor offered higher download speeds
3957-LXOLK,Female,75,No,Yes,No,No,0,United States,California,Shingletown,96088,40.497441,-121.827524,4231,Q3,No,0,28,Offer C,Yes,9.67,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.15,3152.5,0.0,0,270.76,3423.26,1,Churned,Yes,83,5030,Competitor,Competitor offered more data
5281-BUZGT,Male,69,No,Yes,No,No,0,United States,California,Weaverville,96093,40.759401,-122.939337,3749,Q3,No,0,36,Offer C,Yes,23.33,Yes,Yes,Fiber Optic,23,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.85,3186.7,0.0,0,839.8799999999999,4026.58,1,Churned,Yes,92,5692,Competitor,Competitor made better offer
2718-GAXQD,Female,68,No,Yes,Yes,Yes,3,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,Q3,Yes,1,4,Offer E,Yes,42.13,No,Yes,Cable,52,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.0,181.6,0.0,0,168.52,350.12,1,Churned,Yes,92,4797,Competitor,Competitor made better offer
3217-FZDMN,Female,66,No,Yes,No,No,0,United States,California,Los Angeles,90001,33.973616,-118.24902,54492,Q3,No,0,8,Offer E,Yes,5.21,No,Yes,Fiber Optic,8,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,94.45,742.95,0.0,0,41.68,784.63,1,Churned,Yes,83,3676,Competitor,Competitor had better devices
4816-JBHOV,Male,72,No,Yes,No,No,0,United States,California,Los Angeles,90044,33.952714,-118.292061,87383,Q3,No,0,2,Offer E,Yes,41.43,No,Yes,Cable,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.7,93.7,0.0,0,82.86,176.56,1,Churned,Yes,91,4618,Competitor,Competitor offered more data
3247-ZVOUO,Male,77,No,Yes,Yes,No,0,United States,California,Downey,90240,33.956228,-118.120993,24908,Q3,No,0,10,Offer D,Yes,6.01,Yes,Yes,Fiber Optic,27,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,85.55,851.75,0.0,0,60.099999999999994,911.85,1,Churned,Yes,81,3336,Attitude,Attitude of support person
1268-ASBGA,Female,66,No,Yes,Yes,No,0,United States,California,Huntington Park,90255,33.97803,-118.217141,78114,Q3,Yes,1,16,Offer D,Yes,9.93,Yes,Yes,Fiber Optic,27,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,85.35,1375.15,0.0,0,158.88,1534.0300000000002,2,Churned,Yes,66,5769,Dissatisfaction,Limited range of services
4713-LZDRV,Female,80,No,Yes,No,No,0,United States,California,Malibu,90263,34.037037,-118.705803,11,Q3,No,0,2,Offer E,Yes,31.91,No,Yes,Cable,30,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.6,195.05,0.0,0,63.82,258.87,3,Churned,Yes,94,4322,Price,Long distance charges
4325-NFSKC,Male,68,No,Yes,No,No,0,United States,California,Pacific Palisades,90272,34.079449,-118.548306,22548,Q3,No,0,19,Offer D,Yes,28.12,Yes,Yes,Fiber Optic,25,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.6,1660.0,0.0,0,534.28,2194.2799999999997,1,Churned,Yes,87,2373,Price,Extra data charges
6892-XPFPU,Male,70,No,Yes,Yes,No,0,United States,California,Pasadena,91107,34.159007,-118.087353,32369,Q3,Yes,3,24,Offer C,Yes,49.76,Yes,Yes,Fiber Optic,11,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,2433.9,0.0,0,1194.24,3628.14,1,Churned,Yes,80,2104,Competitor,Competitor offered higher download speeds
3672-YITQD,Male,71,No,Yes,Yes,No,0,United States,California,Castaic,91384,34.506627,-118.699048,22177,Q3,Yes,1,36,Offer C,Yes,31.65,Yes,Yes,Fiber Optic,15,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.1,3021.6,0.0,0,1139.4,4161.0,1,Churned,Yes,79,2987,Competitor,Competitor made better offer
8988-ECPJR,Female,79,No,Yes,Yes,No,0,United States,California,Van Nuys,91411,34.17847,-118.459472,23646,Q3,Yes,1,34,Offer C,Yes,25.84,Yes,Yes,Fiber Optic,15,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.6,2718.3,0.0,0,878.56,3596.86,1,Churned,Yes,66,3980,Dissatisfaction,Product dissatisfaction
9381-NDKME,Female,74,No,Yes,Yes,No,0,United States,California,El Monte,91731,34.079934,-118.046695,30211,Q3,Yes,1,24,Offer C,No,0.0,No,Yes,Cable,29,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,40.65,933.3,0.0,0,0.0,933.3,1,Churned,Yes,85,3843,Dissatisfaction,Limited range of services
